chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_017941.2,WP_004059169.1,HFX_RS14220,HFX_1852,675,2805282,2805956,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059171.1,HFX_RS14215,HFX_1853,447,2804623,2805069,+,protein_coding,universal stress protein
NC_017941.2,WP_014732374.1,HFX_RS14210,HFX_1854,1365,2803226,2804590,+,protein_coding,HlyC/CorC family transporter
NC_017941.2,WP_004059175.1,HFX_RS14205,HFX_1855,2082,2801140,2803221,+,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004059177.1,HFX_RS14200,HFX_1857,921,2800223,2801143,+,protein_coding,ABC transporter permease
NC_017941.2,WP_004059179.1,HFX_RS14195,HFX_1858,996,2799231,2800226,+,protein_coding,ABC transporter permease
NC_017941.2,WP_004059181.1,HFX_RS14190,HFX_1859,858,2798377,2799234,+,protein_coding,CoA ester lyase
NC_017941.2,WP_004059183.1,HFX_RS14185,HFX_1860,1218,2797167,2798384,+,protein_coding,CoA transferase
NC_017941.2,WP_004059185.1,HFX_RS14180,HFX_1861,1947,2795206,2797152,+,protein_coding,ABC transporter substrate-binding protein
NC_017941.2,WP_004059187.1,HFX_RS14175,HFX_1862,654,2794422,2795075,+,protein_coding,helix-turn-helix domain-containing protein
NC_017941.2,WP_004059190.1,HFX_RS14170,HFX_1863,240,2793988,2794227,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059191.1,HFX_RS14165,HFX_1864,624,2793210,2793833,+,protein_coding,DUF4013 domain-containing protein
NC_017941.2,WP_004059192.1,HFX_RS14160,HFX_1865,282,2792701,2792982,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059193.1,HFX_RS14155,HFX_1866,2145,2790440,2792584,-,protein_coding,catalase/peroxidase HPI
NC_017941.2,WP_004059195.1,HFX_RS14145,HFX_1867,489,2788675,2789163,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059196.1,HFX_RS14140,HFX_1868,690,2787996,2788685,+,protein_coding,HTH domain-containing protein
NC_017941.2,WP_004059198.1,HFX_RS14135,HFX_1869,1140,2786325,2787464,-,protein_coding,Fic family protein
NC_017941.2,WP_004059201.1,HFX_RS14130,HFX_1870,1335,2784941,2786275,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059202.1,HFX_RS14125,HFX_1871,522,2784181,2784702,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059203.1,HFX_RS14120,HFX_1872,615,2783577,2784191,+,protein_coding,hypothetical protein
NC_017941.2,NA,HFX_RS14115,HFX_1873,73,2783113,2783185,+,tRNA,tRNA-Arg
NC_017941.2,WP_004059205.1,HFX_RS14110,HFX_1874,1416,2781636,2783051,+,protein_coding,MATE family efflux transporter
NC_017941.2,WP_004059207.1,HFX_RS14105,HFX_1875,585,2780791,2781375,+,protein_coding,(2Fe-2S)-binding protein
NC_017941.2,WP_004059209.1,HFX_RS14100,HFX_1876,900,2779710,2780609,+,protein_coding,6-phosphogluconate dehydrogenase (decarboxylating)
NC_017941.2,WP_004059211.1,HFX_RS14095,HFX_1877,1101,2778490,2779590,-,protein_coding,aminopeptidase
NC_017941.2,WP_004059213.1,HFX_RS14090,HFX_1878,570,2777805,2778374,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059215.1,HFX_RS14085,HFX_1879,351,2777453,2777803,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059217.1,HFX_RS14080,HFX_1880,402,2776897,2777298,-,protein_coding,30S ribosomal protein S6e
NC_017941.2,WP_004059219.1,HFX_RS14075,HFX_1881,438,2776435,2776872,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059220.1,HFX_RS14070,HFX_1882,426,2775931,2776356,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059221.1,HFX_RS14065,HFX_1883,1269,2774635,2775903,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059222.1,HFX_RS14060,HFX_1884,489,2774085,2774573,+,protein_coding,universal stress protein
NC_017941.2,WP_004059223.1,HFX_RS14055,HFX_1885,456,2773555,2774010,-,protein_coding,universal stress protein
NC_017941.2,WP_004059224.1,HFX_RS14050,HFX_1886,549,2772998,2773546,+,protein_coding,N-acetyltransferase
NC_017941.2,WP_004059226.1,HFX_RS14045,HFX_1887,369,2772633,2773001,+,protein_coding,universal stress protein
NC_017941.2,WP_004059229.1,HFX_RS14040,HFX_1888,870,2771641,2772510,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059231.1,HFX_RS14035,HFX_1889,522,2771090,2771611,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059232.1,HFX_RS14030,HFX_1890,1290,2769744,2771033,+,protein_coding,dihydroorotase
NC_017941.2,WP_004059233.1,HFX_RS14025,HFX_1891,687,2768985,2769671,+,protein_coding,lipoate--protein ligase family protein
NC_017941.2,WP_014732380.1,HFX_RS14020,HFX_1892,909,2768022,2768930,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059234.1,HFX_RS14015,HFX_1893,687,2767102,2767788,-,protein_coding,DNA-binding domain-containing protein
NC_017941.2,WP_004059235.1,HFX_RS14010,HFX_1894,1128,2765798,2766925,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059236.1,HFX_RS14005,HFX_1895,2589,2763149,2765737,+,protein_coding,PAS domain S-box protein
NC_017941.2,WP_004059237.1,HFX_RS14000,HFX_1896,513,2762548,2763060,-,protein_coding,PaaI family thioesterase
NC_017941.2,WP_004059238.1,HFX_RS13995,HFX_1897,573,2761945,2762517,+,protein_coding,cysteine hydrolase
NC_017941.2,WP_004059239.1,HFX_RS13990,HFX_1898,1458,2760357,2761814,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059240.1,HFX_RS13985,HFX_1899,1395,2758911,2760305,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059241.1,HFX_RS13980,HFX_1900,318,2758557,2758874,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059242.1,HFX_RS13975,HFX_1901,1152,2757314,2758465,-,protein_coding,nicotinate phosphoribosyltransferase
NC_017941.2,WP_004059243.1,HFX_RS13970,HFX_1902,603,2756501,2757103,+,protein_coding,TIGR00296 family protein
NC_017941.2,WP_004059244.1,HFX_RS13965,HFX_1903,1116,2754692,2755807,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059245.1,HFX_RS13960,HFX_1904,312,2754316,2754627,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059246.1,HFX_RS13955,HFX_1905,1233,2752819,2754051,-,protein_coding,NAD(P)/FAD-dependent oxidoreductase
NC_017941.2,WP_004059247.1,HFX_RS13950,HFX_1906,312,2752432,2752743,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059248.1,HFX_RS13945,HFX_1907,1233,2751073,2752305,-,protein_coding,MBL fold metallo-hydrolase
NC_017941.2,WP_004059249.1,HFX_RS13940,HFX_1908,378,2750246,2750623,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059250.1,HFX_RS13935,HFX_1909,2232,2747909,2750140,-,protein_coding,PAS domain-containing sensor histidine kinase
NC_017941.2,WP_004059251.1,HFX_RS13930,HFX_1910,276,2747571,2747846,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059252.1,HFX_RS13925,HFX_1911,489,2747038,2747526,+,protein_coding,Lrp/AsnC family transcriptional regulator
NC_017941.2,WP_004059253.1,HFX_RS13920,HFX_1912,939,2745895,2746833,-,protein_coding,EamA family transporter
NC_017941.2,WP_049917470.1,HFX_RS13915,HFX_1914,876,2744729,2745604,-,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004059255.1,HFX_RS13910,HFX_1915,1659,2743081,2744739,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059256.1,HFX_RS13905,HFX_1916,921,2742084,2743004,+,protein_coding,EamA/RhaT family transporter
NC_017941.2,WP_004059257.1,HFX_RS13900,HFX_1917,285,2741405,2741689,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059258.1,HFX_RS13895,HFX_1918,1779,2739532,2741310,+,protein_coding,ferredoxin--nitrite reductase
NC_017941.2,WP_004059259.1,HFX_RS13890,HFX_1919,324,2739120,2739443,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059262.1,HFX_RS13885,HFX_1921,675,2737897,2738571,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059263.1,HFX_RS13880,HFX_1922,1245,2736665,2737909,+,protein_coding,peptidase M20
NC_017941.2,NA,HFX_RS13875,HFX_1923,74,2736506,2736579,-,tRNA,tRNA-Lys
NC_017941.2,WP_004059264.1,HFX_RS13870,HFX_1924,312,2736029,2736340,+,protein_coding,4Fe-4S dicluster domain-containing protein
NC_017941.2,WP_004059265.1,HFX_RS13865,HFX_1925,1374,2734659,2736032,+,protein_coding,FAD-dependent oxidoreductase
NC_017941.2,WP_004059266.1,HFX_RS13860,HFX_1926,1014,2733649,2734662,+,protein_coding,electron transfer flavoprotein subunit alpha/FixB family protein
NC_017941.2,WP_004059267.1,HFX_RS13855,HFX_1927,780,2732869,2733648,+,protein_coding,electron transfer flavoprotein subunit beta/FixA family protein
NC_017941.2,WP_004059268.1,HFX_RS13850,HFX_1928,612,2732115,2732726,-,protein_coding,universal stress protein
NC_017941.2,WP_004059269.1,HFX_RS13845,HFX_1930,1800,2730263,2732062,+,protein_coding,oligoendopeptidase F
NC_017941.2,WP_004059270.1,HFX_RS13840,HFX_1931,1338,2728577,2729914,-,protein_coding,aminopeptidase
NC_017941.2,WP_004059271.1,HFX_RS13835,HFX_1932,327,2728241,2728567,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059272.1,HFX_RS13830,HFX_1933,648,2727497,2728144,+,protein_coding,HAD family hydrolase
NC_017941.2,WP_004059273.1,HFX_RS13825,HFX_1935,813,2726600,2727412,+,protein_coding,tRNA pseudouridine(38-40) synthase TruA
NC_017941.2,WP_004059274.1,HFX_RS13820,HFX_1936,447,2726080,2726526,+,protein_coding,universal stress protein
NC_017941.2,WP_004059275.1,HFX_RS13815,HFX_1937,1296,2724672,2725967,+,protein_coding,histidine--tRNA ligase
NC_017941.2,WP_004059276.1,HFX_RS13810,HFX_1938,906,2723715,2724620,+,protein_coding,EamA family transporter
NC_017941.2,WP_004059277.1,HFX_RS13805,HFX_1939,591,2723056,2723646,+,protein_coding,alpha hydrolase
NC_017941.2,WP_004059278.1,HFX_RS13800,HFX_1940,363,2722690,2723052,+,protein_coding,DNA-binding protein
NC_017941.2,WP_004059279.1,HFX_RS13795,HFX_1941,456,2722128,2722583,+,protein_coding,30S ribosomal protein S19e
NC_017941.2,WP_004059280.1,HFX_RS13790,HFX_1942,1026,2720985,2722010,+,protein_coding,TIGR00374 family protein
NC_017941.2,WP_004059281.1,HFX_RS13785,HFX_1943,882,2719953,2720834,-,protein_coding,thiamine-phosphate kinase
NC_017941.2,WP_004059282.1,HFX_RS13780,HFX_1944,1140,2718758,2719897,+,protein_coding,site-2 protease family protein
NC_017941.2,WP_004059283.1,HFX_RS13775,HFX_1945,246,2718173,2718418,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059284.1,HFX_RS13770,HFX_1946,804,2717061,2717864,+,protein_coding,molybdopterin synthase
NC_017941.2,WP_004059286.1,HFX_RS13760,HFX_1947,714,2715905,2716618,-,protein_coding,UMP kinase
NC_017941.2,WP_004059287.1,HFX_RS13755,HFX_1948,1659,2714245,2715903,-,protein_coding,lysine--tRNA ligase
NC_017941.2,WP_004059288.1,HFX_RS13750,HFX_1949,579,2713581,2714159,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059289.1,HFX_RS13745,HFX_1950,540,2712933,2713472,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059290.1,HFX_RS13740,HFX_1951,504,2712301,2712804,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059291.1,HFX_RS13735,HFX_1952,1794,2710345,2712138,-,protein_coding,PDZ domain-containing protein
NC_017941.2,WP_004059292.1,HFX_RS13730,HFX_1953,1536,2708659,2710194,-,protein_coding,heme-dependent peroxidase
NC_017941.2,WP_004059293.1,HFX_RS13725,HFX_1954,249,2708380,2708628,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059294.1,HFX_RS13720,HFX_1955,468,2707870,2708337,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059295.1,HFX_RS13715,HFX_1956,2154,2705650,2707803,+,protein_coding,DUF839 domain-containing protein
NC_017941.2,WP_004059296.1,HFX_RS13710,HFX_1957,453,2705055,2705507,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059298.1,HFX_RS13705,HFX_1958,1074,2703559,2704632,+,protein_coding,aldo/keto reductase
NC_017941.2,WP_004059299.1,HFX_RS13700,HFX_1959,918,2702449,2703366,-,protein_coding,acyltransferase
NC_017941.2,WP_004059300.1,HFX_RS13695,HFX_1960,297,2701945,2702241,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059301.1,HFX_RS13690,HFX_1961,180,2701714,2701893,-,protein_coding,hypothetical protein
NC_017941.2,NA,HFX_RS13680,HFX_1962,71,2700575,2700645,+,tRNA,tRNA-Gly
NC_017941.2,WP_004059303.1,HFX_RS13675,HFX_1963,831,2699582,2700412,-,protein_coding,NAD+ synthase
NC_017941.2,WP_004059304.1,HFX_RS13670,HFX_1964,714,2698838,2699551,+,protein_coding,enoyl-CoA hydratase/isomerase family protein
NC_017941.2,WP_004059305.1,HFX_RS13665,HFX_1965,678,2698100,2698777,-,protein_coding,hypothetical protein
NC_017941.2,NA,HFX_RS13660,HFX_1966,88,2697934,2698021,-,tRNA,tRNA-Thr
NC_017941.2,WP_014732396.1,HFX_RS13655,HFX_1967,1200,2696595,2697794,-,protein_coding,site-specific integrase
NC_017941.2,NA,HFX_RS13645,HFX_1969,72,2695345,2695416,-,tRNA,tRNA-Thr
NC_017941.2,WP_004059308.1,HFX_RS13640,HFX_1970,261,2693917,2694177,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059309.1,HFX_RS13635,HFX_1971,1356,2692561,2693916,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059310.1,HFX_RS13630,HFX_1972,696,2691677,2692372,-,protein_coding,N-acetyltransferase
NC_017941.2,WP_004059311.1,HFX_RS13625,HFX_1973,345,2691225,2691569,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059312.1,HFX_RS13620,HFX_1974,900,2690230,2691129,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059313.1,HFX_RS13615,HFX_1975,504,2689691,2690194,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059314.1,HFX_RS13610,HFX_1976,1326,2688229,2689554,-,protein_coding,MFS transporter
NC_017941.2,WP_004059315.1,HFX_RS13605,HFX_1977,609,2687433,2688041,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059316.1,HFX_RS13600,HFX_1978,618,2686711,2687328,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059317.1,HFX_RS13595,HFX_1979,654,2686015,2686668,-,protein_coding,TrkA family potassium uptake protein
NC_017941.2,WP_004059318.1,HFX_RS13590,HFX_1980,834,2684902,2685735,+,protein_coding,phosphate ABC transporter ATP-binding protein
NC_017941.2,WP_004059319.1,HFX_RS13585,HFX_1981,693,2684213,2684905,+,protein_coding,molybdenum ABC transporter permease
NC_017941.2,WP_014732400.1,HFX_RS13580,HFX_1982,1056,2683133,2684188,+,protein_coding,molybdenum transporter
NC_017941.2,WP_004059321.1,HFX_RS13575,HFX_1983,477,2682423,2682899,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059323.1,HFX_RS13570,HFX_1984,639,2681026,2681664,+,protein_coding,non-canonical purine NTP pyrophosphatase
NC_017941.2,WP_004059324.1,HFX_RS13565,HFX_1985,276,2680665,2680940,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059325.1,HFX_RS13560,HFX_1986,1659,2678941,2680599,+,protein_coding,Kae1-associated kinase Bud32
NC_017941.2,WP_004059326.1,HFX_RS13555,HFX_1987,306,2678602,2678907,+,protein_coding,30S ribosomal protein S24e
NC_017941.2,WP_004059327.1,HFX_RS13550,HFX_1988,540,2677994,2678533,+,protein_coding,DUF359 domain-containing protein
NC_017941.2,WP_004059328.1,HFX_RS13545,HFX_1989,198,2677794,2677991,+,protein_coding,DNA-directed RNA polymerase subunit E''
NC_017941.2,WP_004059329.1,HFX_RS13540,HFX_1990,573,2677222,2677794,+,protein_coding,DNA-directed RNA polymerase
NC_017941.2,WP_014732403.1,HFX_RS13535,HFX_1991,369,2676846,2677214,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059331.1,HFX_RS13530,HFX_1992,1236,2675588,2676823,+,protein_coding,translation initiation factor IF-2 subunit gamma
NC_017941.2,WP_004059332.1,HFX_RS13525,HFX_1993,810,2674490,2675299,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059333.1,HFX_RS13520,HFX_1994,972,2673381,2674352,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059334.1,HFX_RS13515,HFX_1996,1434,2671931,2673364,+,protein_coding,peptide ABC transporter substrate-binding protein
NC_017941.2,WP_004059335.1,HFX_RS13510,HFX_1997,213,2671437,2671649,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059336.1,HFX_RS13505,HFX_1998,195,2671246,2671440,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059337.1,HFX_RS13500,HFX_1999,825,2670388,2671212,+,protein_coding,ATP-binding protein
NC_017941.2,WP_004059338.1,HFX_RS13495,HFX_2000,696,2669641,2670336,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059339.1,HFX_RS13490,HFX_2001,1410,2668179,2669588,+,protein_coding,ATP-binding protein
NC_017941.2,WP_004059340.1,HFX_RS13485,HFX_2002,2127,2665726,2667852,-,protein_coding,nitrate reductase
NC_017941.2,WP_004059341.1,HFX_RS13480,HFX_2003,1314,2664413,2665726,-,protein_coding,MFS transporter
NC_017941.2,WP_004059342.1,HFX_RS13475,HFX_2004,633,2663777,2664409,-,protein_coding,molybdenum cofactor guanylyltransferase
NC_017941.2,WP_004059343.1,HFX_RS13470,HFX_2005,1761,2661754,2663514,-,protein_coding,ferredoxin--nitrite reductase
NC_017941.2,WP_004059344.1,HFX_RS13465,HFX_2006,1134,2660335,2661468,-,protein_coding,acetyl-CoA C-acyltransferase
NC_017941.2,WP_004059345.1,HFX_RS13460,HFX_2007,195,2659990,2660184,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059346.1,HFX_RS13455,HFX_2008,1695,2658252,2659946,+,protein_coding,aldehyde ferredoxin oxidoreductase
NC_017941.2,WP_004059347.1,HFX_RS13450,HFX_2009,1908,2655961,2657868,+,protein_coding,potassium transporter
NC_017941.2,WP_004059348.1,HFX_RS13445,HFX_2010,2004,2653828,2655831,+,protein_coding,long-chain fatty acid--CoA ligase
NC_017941.2,WP_004059349.1,HFX_RS13440,HFX_2011,909,2652805,2653713,+,protein_coding,MBL fold hydrolase
NC_017941.2,WP_004059350.1,HFX_RS13435,HFX_2012,915,2651686,2652600,-,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004059351.1,HFX_RS13430,HFX_2013,1761,2649929,2651689,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059352.1,HFX_RS13425,HFX_2014,1383,2648429,2649811,-,protein_coding,serine--tRNA ligase
NC_017941.2,WP_014732406.1,HFX_RS13420,HFX_2015,348,2648041,2648388,+,protein_coding,nuclear transport factor 2 family protein
NC_017941.2,WP_004059354.1,HFX_RS13415,HFX_2016,498,2647418,2647915,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059355.1,HFX_RS13410,HFX_2017,363,2647038,2647400,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059356.1,HFX_RS13405,HFX_2018,978,2645926,2646903,-,protein_coding,GTP-binding protein
NC_017941.2,WP_004059357.1,HFX_RS13400,HFX_2019,732,2644914,2645645,+,protein_coding,SIMPL domain-containing protein
NC_017941.2,WP_014732407.1,HFX_RS13395,HFX_2020,1305,2643403,2644707,+,protein_coding,TIGR00341 family protein
NC_017941.2,WP_004059359.1,HFX_RS13390,HFX_2021,726,2642640,2643365,+,protein_coding,5-formyltetrahydrofolate cyclo-ligase
NC_017941.2,WP_014732408.1,HFX_RS13385,HFX_2022,489,2642030,2642518,-,protein_coding,GNAT family N-acetyltransferase
NC_017941.2,WP_004059361.1,HFX_RS13380,HFX_2023,618,2641319,2641936,-,protein_coding,GTP-binding protein
NC_017941.2,WP_004059362.1,HFX_RS13375,HFX_2024,927,2640348,2641274,+,protein_coding,D-2-hydroxyacid dehydrogenase
NC_017941.2,WP_004059363.1,HFX_RS13370,HFX_2025,771,2639487,2640257,+,protein_coding,DUF3179 domain-containing protein
NC_017941.2,WP_004059364.1,HFX_RS13365,HFX_2026,1248,2638029,2639276,+,protein_coding,NUDIX domain-containing protein
NC_017941.2,WP_004059365.1,HFX_RS13360,HFX_2027,495,2637474,2637968,-,protein_coding,metallophosphoesterase
NC_017941.2,WP_004059366.1,HFX_RS13355,HFX_2028,390,2636936,2637325,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059367.1,HFX_RS13350,HFX_2029,756,2636055,2636810,-,protein_coding,coenzyme F420-0:L-glutamate ligase
NC_017941.2,WP_004059368.1,HFX_RS13345,HFX_2030,981,2635044,2636024,-,protein_coding,"5,10-methylenetetrahydromethanopterin reductase"
NC_017941.2,WP_004059369.1,HFX_RS13340,HFX_2031,237,2634848,2635084,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059370.1,HFX_RS13335,HFX_2032,306,2634419,2634724,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059371.1,HFX_RS13330,HFX_2033,1653,2632627,2634279,+,protein_coding,DNA mismatch repair endonuclease MutL
NC_017941.2,WP_004059373.1,HFX_RS13325,HFX_2034,2760,2629871,2632630,+,protein_coding,DNA mismatch repair protein MutS
NC_017941.2,WP_004059374.1,HFX_RS13320,HFX_2035,957,2628650,2629606,-,protein_coding,magnesium chelatase
NC_017941.2,WP_004059381.1,HFX_RS13315,HFX_2036,1035,2627619,2628653,-,protein_coding,DUF58 domain-containing protein
NC_017941.2,WP_004059383.1,HFX_RS13310,HFX_2038,2256,2625367,2627622,-,protein_coding,DUF4129 domain-containing protein
NC_017941.2,WP_004059385.1,HFX_RS13305,HFX_2039,1182,2624145,2625326,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059387.1,HFX_RS13300,HFX_2040,1026,2622971,2623996,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059389.1,HFX_RS13295,HFX_2041,294,2622612,2622905,-,protein_coding,stress response translation initiation inhibitor YciH
NC_017941.2,WP_004059391.1,HFX_RS13290,HFX_2042,348,2622094,2622441,+,protein_coding,rhodanese-like domain-containing protein
NC_017941.2,WP_004059404.1,HFX_RS13285,HFX_2043,564,2621529,2622092,+,protein_coding,NUDIX hydrolase
NC_017941.2,WP_004059406.1,HFX_RS13280,HFX_2044,591,2620942,2621532,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059408.1,HFX_RS13275,HFX_2045,543,2620375,2620917,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059410.1,HFX_RS13270,HFX_2046,351,2619837,2620187,+,protein_coding,hypothetical protein
NC_017941.2,WP_081603722.1,HFX_RS13265,HFX_2047,2481,2617213,2619693,+,protein_coding,PAS domain S-box protein
NC_017941.2,WP_004059414.1,HFX_RS13260,HFX_2048,489,2616667,2617155,+,protein_coding,ribosomal-protein-alanine N-acetyltransferase
NC_017941.2,WP_004059420.1,HFX_RS13255,HFX_2049,1968,2614505,2616472,+,protein_coding,aconitate hydratase
NC_017941.2,WP_004059422.1,HFX_RS13250,HFX_2050,483,2613820,2614302,-,protein_coding,deoxyuridine 5'-triphosphate nucleotidohydrolase
NC_017941.2,WP_004059423.1,HFX_RS13245,HFX_2051,1239,2612243,2613481,-,protein_coding,proteasome-activating nucleotidase
NC_017941.2,WP_004059425.1,HFX_RS13240,HFX_2052,474,2611548,2612021,-,protein_coding,pyruvoyl-dependent arginine decarboxylase
NC_017941.2,WP_004059426.1,HFX_RS13235,HFX_2053,888,2610543,2611430,-,protein_coding,sensor histidine kinase
NC_017941.2,WP_004059428.1,HFX_RS13230,HFX_2054,384,2610072,2610455,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059431.1,HFX_RS13220,HFX_2056,1803,2607437,2609239,+,protein_coding,translation initiation factor IF-2
NC_017941.2,WP_004059432.1,HFX_RS13215,HFX_2057,246,2606999,2607244,-,protein_coding,photosystem reaction center subunit H
NC_017941.2,WP_004059433.1,HFX_RS13210,HFX_2058,459,2606533,2606991,-,protein_coding,DNA-binding protein
NC_017941.2,WP_004059434.1,HFX_RS13205,HFX_2059,738,2605778,2606515,+,protein_coding,CPBP family intramembrane metalloprotease
NC_017941.2,WP_004059436.1,HFX_RS13200,HFX_2060,1293,2604121,2605413,+,protein_coding,glucose-6-phosphate isomerase
NC_017941.2,WP_004059438.1,HFX_RS13195,HFX_2061,519,2603529,2604047,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059439.1,HFX_RS13190,HFX_2062,684,2602769,2603452,+,protein_coding,TVP38/TMEM64 family protein
NC_017941.2,WP_004059440.1,HFX_RS13185,HFX_2063,741,2602032,2602772,+,protein_coding,PHP domain-containing protein
NC_017941.2,WP_004059442.1,HFX_RS13180,HFX_2064,699,2601337,2602035,+,protein_coding,phosphatidylserine synthase
NC_017941.2,WP_004059443.1,HFX_RS13175,HFX_2065,642,2600526,2601167,+,protein_coding,N-acetyltransferase
NC_017941.2,WP_004059444.1,HFX_RS13170,HFX_2066,474,2599938,2600411,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059445.1,HFX_RS13165,HFX_2067,342,2599566,2599907,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059446.1,HFX_RS13160,HFX_2068,864,2598575,2599438,-,protein_coding,protein translocase subunit SecF
NC_017941.2,WP_004059447.1,HFX_RS13155,HFX_2069,1572,2597007,2598578,-,protein_coding,preprotein translocase subunit SecD
NC_017941.2,WP_004059448.1,HFX_RS13150,HFX_2070,237,2596537,2596773,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059449.1,HFX_RS13145,HFX_2071,648,2595834,2596481,+,protein_coding,ribonuclease HII
NC_017941.2,WP_004059450.1,HFX_RS13140,HFX_2072,1284,2594496,2595779,+,protein_coding,tRNA pseudouridine(54/55) synthase Pus10
NC_017941.2,WP_014732421.1,HFX_RS13135,HFX_2073,978,2593317,2594294,-,protein_coding,EamA family transporter
NC_017941.2,WP_004059453.1,HFX_RS19200,HFX_2074,135,2592979,2593113,-,protein_coding,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
NC_017941.2,WP_004059454.1,HFX_RS13130,HFX_2075,1233,2591741,2592973,-,protein_coding,transposase
NC_017941.2,WP_004059460.1,HFX_RS13125,HFX_2076,606,2591004,2591609,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059462.1,HFX_RS13120,HFX_2077,609,2590295,2590903,+,protein_coding,DUF4112 domain-containing protein
NC_017941.2,WP_004059465.1,HFX_RS13115,HFX_2078,1302,2588779,2590080,+,protein_coding,malate synthase
NC_017941.2,WP_004059467.1,HFX_RS13110,HFX_2079,1050,2587737,2588786,+,protein_coding,isocitrate lyase
NC_017941.2,WP_004059472.1,HFX_RS13100,HFX_2080,954,2586209,2587162,-,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004059474.1,HFX_RS13095,HFX_2081,768,2585445,2586212,-,protein_coding,ABC transporter permease
NC_017941.2,WP_004059476.1,HFX_RS13090,HFX_2082,597,2584755,2585351,-,protein_coding,tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY
NC_017941.2,NA,HFX_RS13085,HFX_2083,73,2584599,2584671,-,tRNA,tRNA-Pro
